I, [2017-11-15T17:09:43.829526 #53161]  INFO -- default-aws: -----> Cleaning up any prior instances of <default-aws>
I, [2017-11-15T17:11:51.815283 #53161]  INFO -- default-aws:   vpc_id:           "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:51.815352 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_internet_gateway.this: Creating...[0m
I, [2017-11-15T17:11:51.815414 #53161]  INFO -- default-aws:   tags.%:           "0" => "3"
I, [2017-11-15T17:11:51.815474 #53161]  INFO -- default-aws:   tags.Environment: "" => "dev"
I, [2017-11-15T17:11:51.817166 #53161]  INFO -- default-aws:   tags.Name:        "" => "simple-example"
I, [2017-11-15T17:11:51.817338 #53161]  INFO -- default-aws:   tags.Owner:       "" => "user"
I, [2017-11-15T17:11:51.817423 #53161]  INFO -- default-aws:   vpc_id:           "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:51.817485 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[0]: Creating...[0m
I, [2017-11-15T17:11:51.817543 #53161]  INFO -- default-aws:   assign_ipv6_address_on_creation: "" => "false"
I, [2017-11-15T17:11:51.817595 #53161]  INFO -- default-aws:   availability_zone:               "" => "eu-west-1a"
I, [2017-11-15T17:11:51.817648 #53161]  INFO -- default-aws:   cidr_block:                      "" => "10.0.101.0/24"
I, [2017-11-15T17:11:51.817707 #53161]  INFO -- default-aws:   ipv6_cidr_block:                 "" => "<computed>"
I, [2017-11-15T17:11:51.817961 #53161]  INFO -- default-aws:   ipv6_cidr_block_association_id:  "" => "<computed>"
I, [2017-11-15T17:11:51.818027 #53161]  INFO -- default-aws:   map_public_ip_on_launch:         "" => "true"
I, [2017-11-15T17:11:51.818081 #53161]  INFO -- default-aws:   tags.%:                          "" => "3"
I, [2017-11-15T17:11:51.818133 #53161]  INFO -- default-aws:   tags.Environment:                "" => "dev"
I, [2017-11-15T17:11:51.821994 #53161]  INFO -- default-aws:   tags.Name:                       "" => "simple-example-public-eu-west-1a"
I, [2017-11-15T17:11:51.822143 #53161]  INFO -- default-aws:   tags.Owner:                      "" => "user"
I, [2017-11-15T17:11:51.822230 #53161]  INFO -- default-aws:   vpc_id:                          "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:51.822315 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.private[1]: Creating...[0m
I, [2017-11-15T17:11:51.822400 #53161]  INFO -- default-aws:   assign_ipv6_address_on_creation: "" => "false"
I, [2017-11-15T17:11:51.822484 #53161]  INFO -- default-aws:   availability_zone:               "" => "eu-west-1b"
I, [2017-11-15T17:11:51.822588 #53161]  INFO -- default-aws:   cidr_block:                      "" => "10.0.2.0/24"
I, [2017-11-15T17:11:51.822727 #53161]  INFO -- default-aws:   ipv6_cidr_block:                 "" => "<computed>"
I, [2017-11-15T17:11:51.822988 #53161]  INFO -- default-aws:   ipv6_cidr_block_association_id:  "" => "<computed>"
I, [2017-11-15T17:11:51.823039 #53161]  INFO -- default-aws:   map_public_ip_on_launch:         "" => "false"
I, [2017-11-15T17:11:51.823093 #53161]  INFO -- default-aws:   tags.%:                          "" => "3"
I, [2017-11-15T17:11:51.823134 #53161]  INFO -- default-aws:   tags.Environment:                "" => "dev"
I, [2017-11-15T17:11:51.823175 #53161]  INFO -- default-aws:   tags.Name:                       "" => "simple-example-private-eu-west-1b"
I, [2017-11-15T17:11:51.823222 #53161]  INFO -- default-aws:   tags.Owner:                      "" => "user"
I, [2017-11-15T17:11:51.823268 #53161]  INFO -- default-aws:   vpc_id:                          "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:51.823310 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table.public: Creating...[0m
I, [2017-11-15T17:11:51.823351 #53161]  INFO -- default-aws:   route.#:          "" => "<computed>"
I, [2017-11-15T17:11:51.823389 #53161]  INFO -- default-aws:   tags.%:           "" => "3"
I, [2017-11-15T17:11:51.823430 #53161]  INFO -- default-aws:   tags.Environment: "" => "dev"
I, [2017-11-15T17:11:51.823469 #53161]  INFO -- default-aws:   tags.Name:        "" => "simple-example-public"
I, [2017-11-15T17:11:51.823508 #53161]  INFO -- default-aws:   tags.Owner:       "" => "user"
I, [2017-11-15T17:11:51.823544 #53161]  INFO -- default-aws:   vpc_id:           "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:51.823587 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[2]: Creating...[0m
I, [2017-11-15T17:11:51.823734 #53161]  INFO -- default-aws:   assign_ipv6_address_on_creation: "" => "false"
I, [2017-11-15T17:11:51.823773 #53161]  INFO -- default-aws:   availability_zone:               "" => "eu-west-1c"
I, [2017-11-15T17:11:51.823807 #53161]  INFO -- default-aws:   cidr_block:                      "" => "10.0.103.0/24"
I, [2017-11-15T17:11:51.823839 #53161]  INFO -- default-aws:   ipv6_cidr_block:                 "" => "<computed>"
I, [2017-11-15T17:11:51.823872 #53161]  INFO -- default-aws:   ipv6_cidr_block_association_id:  "" => "<computed>"
I, [2017-11-15T17:11:51.823904 #53161]  INFO -- default-aws:   map_public_ip_on_launch:         "" => "true"
I, [2017-11-15T17:11:51.823940 #53161]  INFO -- default-aws:   tags.%:                          "" => "3"
I, [2017-11-15T17:11:51.823988 #53161]  INFO -- default-aws:   tags.Environment:                "" => "dev"
I, [2017-11-15T17:11:51.824022 #53161]  INFO -- default-aws:   tags.Name:                       "" => "simple-example-public-eu-west-1c"
I, [2017-11-15T17:11:51.824059 #53161]  INFO -- default-aws:   tags.Owner:                      "" => "user"
I, [2017-11-15T17:11:51.824099 #53161]  INFO -- default-aws:   vpc_id:                          "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:55.721133 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table.private[2]: Creation complete after 4s (ID: rtb-6b224a0d)[0m[0m
I, [2017-11-15T17:11:55.725905 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.private[2]: Creating...[0m
I, [2017-11-15T17:11:55.726031 #53161]  INFO -- default-aws:   assign_ipv6_address_on_creation: "" => "false"
I, [2017-11-15T17:11:55.726093 #53161]  INFO -- default-aws:   availability_zone:               "" => "eu-west-1c"
I, [2017-11-15T17:11:55.726301 #53161]  INFO -- default-aws:   cidr_block:                      "" => "10.0.3.0/24"
I, [2017-11-15T17:11:55.726682 #53161]  INFO -- default-aws:   ipv6_cidr_block:                 "" => "<computed>"
I, [2017-11-15T17:11:55.726769 #53161]  INFO -- default-aws:   ipv6_cidr_block_association_id:  "" => "<computed>"
I, [2017-11-15T17:11:55.726840 #53161]  INFO -- default-aws:   map_public_ip_on_launch:         "" => "false"
I, [2017-11-15T17:11:55.726912 #53161]  INFO -- default-aws:   tags.%:                          "" => "3"
I, [2017-11-15T17:11:55.726963 #53161]  INFO -- default-aws:   tags.Environment:                "" => "dev"
I, [2017-11-15T17:11:55.727003 #53161]  INFO -- default-aws:   tags.Name:                       "" => "simple-example-private-eu-west-1c"
I, [2017-11-15T17:11:55.727040 #53161]  INFO -- default-aws:   tags.Owner:                      "" => "user"
I, [2017-11-15T17:11:55.727433 #53161]  INFO -- default-aws:   vpc_id:                          "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:55.798516 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table.public: Creation complete after 4s (ID: rtb-4920482f)[0m[0m
I, [2017-11-15T17:11:55.892335 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table.private[1]: Creation complete after 4s (ID: rtb-db2f47bd)[0m[0m
I, [2017-11-15T17:11:56.150336 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.private[1]: Creation complete after 4s (ID: subnet-5be0c812)[0m[0m
I, [2017-11-15T17:11:56.463626 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.private[0]: Creation complete after 4s (ID: subnet-d17f59b6)[0m[0m
I, [2017-11-15T17:11:56.846434 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table.private[0]: Creation complete after 5s (ID: rtb-182b437e)[0m[0m
I, [2017-11-15T17:11:56.894477 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_internet_gateway.this: Creation complete after 5s (ID: igw-a8e714cf)[0m[0m
I, [2017-11-15T17:11:56.899947 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route.public_internet_gateway: Creating...[0m
I, [2017-11-15T17:11:56.900172 #53161]  INFO -- default-aws:   destination_cidr_block:     "" => "0.0.0.0/0"
I, [2017-11-15T17:11:56.900264 #53161]  INFO -- default-aws:   destination_prefix_list_id: "" => "<computed>"
I, [2017-11-15T17:11:56.900336 #53161]  INFO -- default-aws:   egress_only_gateway_id:     "" => "<computed>"
I, [2017-11-15T17:11:56.900542 #53161]  INFO -- default-aws:   gateway_id:                 "" => "igw-a8e714cf"
I, [2017-11-15T17:11:56.900647 #53161]  INFO -- default-aws:   instance_id:                "" => "<computed>"
I, [2017-11-15T17:11:56.901304 #53161]  INFO -- default-aws:   instance_owner_id:          "" => "<computed>"
I, [2017-11-15T17:11:56.901451 #53161]  INFO -- default-aws:   nat_gateway_id:             "" => "<computed>"
I, [2017-11-15T17:11:56.901579 #53161]  INFO -- default-aws:   network_interface_id:       "" => "<computed>"
I, [2017-11-15T17:11:56.901662 #53161]  INFO -- default-aws:   origin:                     "" => "<computed>"
I, [2017-11-15T17:11:56.901720 #53161]  INFO -- default-aws:   route_table_id:             "" => "rtb-4920482f"
I, [2017-11-15T17:11:56.901794 #53161]  INFO -- default-aws:   state:                      "" => "<computed>"[0m
I, [2017-11-15T17:11:57.026095 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[2]: Creation complete after 5s (ID: subnet-22b3d079)[0m[0m
I, [2017-11-15T17:11:57.318449 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[0]: Creation complete after 5s (ID: subnet-3b71575c)[0m[0m
I, [2017-11-15T17:11:57.439712 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[1]: Creation complete after 5s (ID: subnet-50eec619)[0m[0m
I, [2017-11-15T17:11:57.445082 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.public[0]: Creating...[0m
I, [2017-11-15T17:11:57.445195 #53161]  INFO -- default-aws:   route_table_id: "" => "rtb-4920482f"
I, [2017-11-15T17:11:57.445281 #53161]  INFO -- default-aws:   subnet_id:      "" => "subnet-3b71575c"[0m
I, [2017-11-15T17:11:57.445341 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Creating...[0m
I, [2017-11-15T17:11:57.445638 #53161]  INFO -- default-aws:   allocation_id:        "" => "eipalloc-9d7f9ea0"
I, [2017-11-15T17:11:57.445701 #53161]  INFO -- default-aws:   network_interface_id: "" => "<computed>"
I, [2017-11-15T17:11:57.445754 #53161]  INFO -- default-aws:   private_ip:           "" => "<computed>"
I, [2017-11-15T17:11:57.445835 #53161]  INFO -- default-aws:   public_ip:            "" => "<computed>"
I, [2017-11-15T17:11:57.445893 #53161]  INFO -- default-aws:   subnet_id:            "" => "subnet-3b71575c"
I, [2017-11-15T17:11:57.445948 #53161]  INFO -- default-aws:   tags.%:               "" => "3"
I, [2017-11-15T17:11:57.446117 #53161]  INFO -- default-aws:   tags.Environment:     "" => "dev"
I, [2017-11-15T17:11:57.446177 #53161]  INFO -- default-aws:   tags.Name:            "" => "simple-example-eu-west-1a"
I, [2017-11-15T17:11:57.446231 #53161]  INFO -- default-aws:   tags.Owner:           "" => "user"[0m
I, [2017-11-15T17:11:57.446755 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.public[2]: Creating...[0m
I, [2017-11-15T17:11:57.446841 #53161]  INFO -- default-aws:   route_table_id: "" => "rtb-4920482f"
I, [2017-11-15T17:11:57.446904 #53161]  INFO -- default-aws:   subnet_id:      "" => "subnet-22b3d079"[0m
I, [2017-11-15T17:11:57.447158 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.public[1]: Creating...[0m
I, [2017-11-15T17:11:57.447231 #53161]  INFO -- default-aws:   route_table_id: "" => "rtb-4920482f"
I, [2017-11-15T17:11:57.447285 #53161]  INFO -- default-aws:   subnet_id:      "" => "subnet-50eec619"[0m
I, [2017-11-15T17:11:58.400540 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.public[0]: Creation complete after 1s (ID: rtbassoc-4a286233)[0m[0m
I, [2017-11-15T17:11:58.444026 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.public[2]: Creation complete after 1s (ID: rtbassoc-7523690c)[0m[0m
I, [2017-11-15T17:11:58.634958 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.public[1]: Creation complete after 2s (ID: rtbassoc-f92e6480)[0m[0m
I, [2017-11-15T17:11:59.033142 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route.public_internet_gateway: Creation complete after 2s (ID: r-rtb-4920482f1080289494)[0m[0m
I, [2017-11-15T17:11:59.992444 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.private[2]: Creation complete after 4s (ID: subnet-72b3d029)[0m[0m
I, [2017-11-15T17:12:00.001067 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.private[0]: Creating...[0m
I, [2017-11-15T17:12:00.001189 #53161]  INFO -- default-aws:   route_table_id: "" => "rtb-182b437e"
I, [2017-11-15T17:12:00.001253 #53161]  INFO -- default-aws:   subnet_id:      "" => "subnet-d17f59b6"[0m
I, [2017-11-15T17:12:00.001626 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.private[1]: Creating...[0m
I, [2017-11-15T17:12:00.002062 #53161]  INFO -- default-aws:   route_table_id: "" => "rtb-db2f47bd"
I, [2017-11-15T17:12:00.002152 #53161]  INFO -- default-aws:   subnet_id:      "" => "subnet-5be0c812"[0m
I, [2017-11-15T17:12:00.002724 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.private[2]: Creating...[0m
I, [2017-11-15T17:12:00.002797 #53161]  INFO -- default-aws:   route_table_id: "" => "rtb-6b224a0d"
I, [2017-11-15T17:12:00.002835 #53161]  INFO -- default-aws:   subnet_id:      "" => "subnet-72b3d029"[0m
I, [2017-11-15T17:12:00.998922 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.private[1]: Creation complete after 1s (ID: rtbassoc-542d672d)[0m[0m
I, [2017-11-15T17:12:01.008249 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.private[0]: Creation complete after 1s (ID: rtbassoc-db2f65a2)[0m[0m
I, [2017-11-15T17:12:01.184674 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table_association.private[2]: Creation complete after 1s (ID: rtbassoc-832f65fa)[0m[0m
I, [2017-11-15T17:12:07.445739 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (10s elapsed)[0m[0m
I, [2017-11-15T17:12:17.446632 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (20s elapsed)[0m[0m
I, [2017-11-15T17:12:27.447481 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (30s elapsed)[0m[0m
I, [2017-11-15T17:12:37.448435 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (40s elapsed)[0m[0m
I, [2017-11-15T17:12:47.449254 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (50s elapsed)[0m[0m
I, [2017-11-15T17:12:57.450244 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (1m0s elapsed)[0m[0m
I, [2017-11-15T17:13:07.450903 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (1m10s elapsed)[0m[0m
I, [2017-11-15T17:13:17.451163 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (1m20s elapsed)[0m[0m
I, [2017-11-15T17:13:27.451207 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (1m30s elapsed)[0m[0m
I, [2017-11-15T17:13:37.451404 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (1m40s elapsed)[0m[0m
I, [2017-11-15T17:13:47.452064 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still creating... (1m50s elapsed)[0m[0m
I, [2017-11-15T17:13:49.451380 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Creation complete after 1m52s (ID: nat-0893b972c8eb77069)[0m[0m
I, [2017-11-15T17:13:49.459724 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route.private_nat_gateway[1]: Creating...[0m
I, [2017-11-15T17:13:49.459863 #53161]  INFO -- default-aws:   destination_cidr_block:     "" => "0.0.0.0/0"
I, [2017-11-15T17:13:49.459950 #53161]  INFO -- default-aws:   destination_prefix_list_id: "" => "<computed>"
I, [2017-11-15T17:13:49.460304 #53161]  INFO -- default-aws:   egress_only_gateway_id:     "" => "<computed>"
I, [2017-11-15T17:13:49.460389 #53161]  INFO -- default-aws:   gateway_id:                 "" => "<computed>"
I, [2017-11-15T17:13:49.460463 #53161]  INFO -- default-aws:   instance_id:                "" => "<computed>"
I, [2017-11-15T17:13:49.460538 #53161]  INFO -- default-aws:   instance_owner_id:          "" => "<computed>"
I, [2017-11-15T17:13:49.460607 #53161]  INFO -- default-aws:   nat_gateway_id:             "" => "nat-0893b972c8eb77069"
I, [2017-11-15T17:13:49.460830 #53161]  INFO -- default-aws:   network_interface_id:       "" => "<computed>"
I, [2017-11-15T17:13:49.461298 #53161]  INFO -- default-aws:   origin:                     "" => "<computed>"
I, [2017-11-15T17:13:49.461408 #53161]  INFO -- default-aws:   route_table_id:             "" => "rtb-db2f47bd"
I, [2017-11-15T17:13:49.461478 #53161]  INFO -- default-aws:   state:                      "" => "<computed>"[0m
I, [2017-11-15T17:13:49.461552 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route.private_nat_gateway[0]: Creating...[0m
I, [2017-11-15T17:13:49.461649 #53161]  INFO -- default-aws:   destination_cidr_block:     "" => "0.0.0.0/0"
I, [2017-11-15T17:13:49.461711 #53161]  INFO -- default-aws:   destination_prefix_list_id: "" => "<computed>"
I, [2017-11-15T17:13:49.461772 #53161]  INFO -- default-aws:   egress_only_gateway_id:     "" => "<computed>"
I, [2017-11-15T17:13:49.461828 #53161]  INFO -- default-aws:   gateway_id:                 "" => "<computed>"
I, [2017-11-15T17:13:49.461887 #53161]  INFO -- default-aws:   instance_id:                "" => "<computed>"
I, [2017-11-15T17:13:49.461948 #53161]  INFO -- default-aws:   instance_owner_id:          "" => "<computed>"
I, [2017-11-15T17:13:49.462485 #53161]  INFO -- default-aws:   nat_gateway_id:             "" => "nat-0893b972c8eb77069"
I, [2017-11-15T17:13:49.462557 #53161]  INFO -- default-aws:   network_interface_id:       "" => "<computed>"
I, [2017-11-15T17:13:49.462617 #53161]  INFO -- default-aws:   origin:                     "" => "<computed>"
I, [2017-11-15T17:13:49.462676 #53161]  INFO -- default-aws:   route_table_id:             "" => "rtb-182b437e"
I, [2017-11-15T17:13:49.462783 #53161]  INFO -- default-aws:   state:                      "" => "<computed>"[0m
I, [2017-11-15T17:13:49.462854 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route.private_nat_gateway[2]: Creating...[0m
I, [2017-11-15T17:13:49.462918 #53161]  INFO -- default-aws:   destination_cidr_block:     "" => "0.0.0.0/0"
I, [2017-11-15T17:13:49.462982 #53161]  INFO -- default-aws:   destination_prefix_list_id: "" => "<computed>"
I, [2017-11-15T17:13:49.463100 #53161]  INFO -- default-aws:   egress_only_gateway_id:     "" => "<computed>"
I, [2017-11-15T17:13:49.463172 #53161]  INFO -- default-aws:   gateway_id:                 "" => "<computed>"
I, [2017-11-15T17:13:49.463556 #53161]  INFO -- default-aws:   instance_id:                "" => "<computed>"
I, [2017-11-15T17:13:49.463603 #53161]  INFO -- default-aws:   instance_owner_id:          "" => "<computed>"
I, [2017-11-15T17:13:49.463639 #53161]  INFO -- default-aws:   nat_gateway_id:             "" => "nat-0893b972c8eb77069"
I, [2017-11-15T17:13:49.463729 #53161]  INFO -- default-aws:   network_interface_id:       "" => "<computed>"
I, [2017-11-15T17:13:49.463768 #53161]  INFO -- default-aws:   origin:                     "" => "<computed>"
I, [2017-11-15T17:13:49.463803 #53161]  INFO -- default-aws:   route_table_id:             "" => "rtb-6b224a0d"
I, [2017-11-15T17:13:49.463837 #53161]  INFO -- default-aws:   state:                      "" => "<computed>"[0m
I, [2017-11-15T17:13:51.105167 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route.private_nat_gateway[2]: Creation complete after 2s (ID: r-rtb-6b224a0d1080289494)[0m[0m
I, [2017-11-15T17:13:51.559786 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route.private_nat_gateway[0]: Creation complete after 3s (ID: r-rtb-182b437e1080289494)[0m[0m
I, [2017-11-15T17:13:51.672128 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route.private_nat_gateway[1]: Creation complete after 3s (ID: r-rtb-db2f47bd1080289494)[0m[0m
I, [2017-11-15T17:13:51.680771 #53161]  INFO -- default-aws: [0m[1m[32m
I, [2017-11-15T17:13:51.682126 #53161]  INFO -- default-aws: Apply complete! Resources: 24 added, 0 changed, 0 destroyed.[0m
I, [2017-11-15T17:13:51.682255 #53161]  INFO -- default-aws: [0m
I, [2017-11-15T17:13:51.682881 #53161]  INFO -- default-aws: The state of your infrastructure has been saved to the path
I, [2017-11-15T17:13:51.682977 #53161]  INFO -- default-aws: below. This state is required to modify and destroy your
I, [2017-11-15T17:13:51.683034 #53161]  INFO -- default-aws: infrastructure, so keep it safe. To inspect the complete state
I, [2017-11-15T17:13:51.683091 #53161]  INFO -- default-aws: use the `terraform show` command.
I, [2017-11-15T17:13:51.683145 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:13:51.683375 #53161]  INFO -- default-aws: State path: /Users/boconnor/Development/git/github.com/newcontext-oss/terraform-aws-vpc/.kitchen/kitchen-terraform/default-aws/terraform.tfstate[0m
I, [2017-11-15T17:13:51.683434 #53161]  INFO -- default-aws: [0m[1m[32m
I, [2017-11-15T17:13:51.683487 #53161]  INFO -- default-aws: Outputs:
I, [2017-11-15T17:13:51.683615 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:13:51.683688 #53161]  INFO -- default-aws: nat_public_ips = [
I, [2017-11-15T17:13:51.683745 #53161]  INFO -- default-aws:     34.253.75.100
I, [2017-11-15T17:13:51.683799 #53161]  INFO -- default-aws: ]
I, [2017-11-15T17:13:51.683859 #53161]  INFO -- default-aws: private_subnets = [
I, [2017-11-15T17:13:51.683918 #53161]  INFO -- default-aws:     subnet-d17f59b6,
I, [2017-11-15T17:13:51.683977 #53161]  INFO -- default-aws:     subnet-5be0c812,
I, [2017-11-15T17:13:51.684066 #53161]  INFO -- default-aws:     subnet-72b3d029
I, [2017-11-15T17:13:51.684128 #53161]  INFO -- default-aws: ]
I, [2017-11-15T17:13:51.684187 #53161]  INFO -- default-aws: public_subnets = [
I, [2017-11-15T17:13:51.685356 #53161]  INFO -- default-aws:     subnet-3b71575c,
I, [2017-11-15T17:13:51.685486 #53161]  INFO -- default-aws:     subnet-50eec619,
I, [2017-11-15T17:13:51.685537 #53161]  INFO -- default-aws:     subnet-22b3d079
I, [2017-11-15T17:13:51.685661 #53161]  INFO -- default-aws: ]
I, [2017-11-15T17:13:51.685715 #53161]  INFO -- default-aws: vpc_id = vpc-a45969c3[0m
I, [2017-11-15T17:13:51.709387 #53161]  INFO -- default-aws: Finished creating <default-aws> (2m28.85s).
I, [2017-11-15T17:13:51.709861 #53161]  INFO -- default-aws: -----> Converging <default-aws>...
I, [2017-11-15T17:13:51.767698 #53161]  INFO -- default-aws: [0m[1mCopying configuration[0m from "/Users/boconnor/Development/git/github.com/newcontext-oss/terraform-aws-vpc/examples/simple-vpc"...[0m
I, [2017-11-15T17:13:51.771126 #53161]  INFO -- default-aws: [0m[1mUpgrading modules...[0m
I, [2017-11-15T17:13:51.772690 #53161]  INFO -- default-aws: Get: file:///Users/boconnor/Development/git/github.com/newcontext-oss/terraform-aws-vpc (update)
I, [2017-11-15T17:13:51.803512 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:13:51.803715 #53161]  INFO -- default-aws: [0m[1mInitializing provider plugins...[0m
I, [2017-11-15T17:13:51.804118 #53161]  INFO -- default-aws: - Checking for available provider plugins on https://releases.hashicorp.com...
I, [2017-11-15T17:13:52.360931 #53161]  INFO -- default-aws: - Downloading plugin for provider "aws" (1.2.0)...
I, [2017-11-15T17:13:55.955469 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:13:55.955705 #53161]  INFO -- default-aws: The following providers do not have any version constraints in configuration,
I, [2017-11-15T17:13:55.955783 #53161]  INFO -- default-aws: so the latest version was installed.
I, [2017-11-15T17:13:55.955941 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:13:55.956253 #53161]  INFO -- default-aws: To prevent automatic upgrades to new major versions that may contain breaking
I, [2017-11-15T17:13:55.956361 #53161]  INFO -- default-aws: changes, it is recommended to add version = "..." constraints to the
I, [2017-11-15T17:13:55.956419 #53161]  INFO -- default-aws: corresponding provider blocks in configuration, with the constraint strings
I, [2017-11-15T17:13:55.956476 #53161]  INFO -- default-aws: suggested below.
I, [2017-11-15T17:13:55.956529 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:13:55.956581 #53161]  INFO -- default-aws: * provider.aws: version = "~> 1.2"
I, [2017-11-15T17:13:55.956630 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:13:55.956696 #53161]  INFO -- default-aws: [0m[1m[32mTerraform has been successfully initialized![0m[32m[0m
I, [2017-11-15T17:13:55.957077 #53161]  INFO -- default-aws: [0m[32m
I, [2017-11-15T17:13:55.957138 #53161]  INFO -- default-aws: You may now begin working with Terraform. Try running "terraform plan" to see
I, [2017-11-15T17:13:55.957232 #53161]  INFO -- default-aws: any changes that are required for your infrastructure. All Terraform commands
I, [2017-11-15T17:13:55.957285 #53161]  INFO -- default-aws: should now work.
I, [2017-11-15T17:13:55.957325 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:13:55.957365 #53161]  INFO -- default-aws: If you ever set or change modules or backend configuration for Terraform,
I, [2017-11-15T17:13:55.957404 #53161]  INFO -- default-aws: rerun this command to reinitialize your working directory. If you forget, other
I, [2017-11-15T17:13:55.957440 #53161]  INFO -- default-aws: commands will detect it and remind you to do so if necessary.[0m
I, [2017-11-15T17:13:59.993707 #53161]  INFO -- default-aws: [0m[1maws_eip.nat: Refreshing state... (ID: eipalloc-9d7f9ea0)[0m
I, [2017-11-15T17:13:59.994725 #53161]  INFO -- default-aws: [0m[1maws_vpc.this: Refreshing state... (ID: vpc-a45969c3)[0m
I, [2017-11-15T17:14:10.903811 #53161]  INFO -- default-aws: [0m[1maws_route_table.public: Refreshing state... (ID: rtb-4920482f)[0m
I, [2017-11-15T17:14:10.905914 #53161]  INFO -- default-aws: [0m[1maws_internet_gateway.this: Refreshing state... (ID: igw-a8e714cf)[0m
I, [2017-11-15T17:14:10.906897 #53161]  INFO -- default-aws: [0m[1maws_subnet.private[1]: Refreshing state... (ID: subnet-5be0c812)[0m
